Name,Status,HierarchyPath
Inferior_gemellus_male_R,Inactive,Muscle_system/Pelvis_and_Hip/Male/Inferior_gemellus_male_R
Posterior_division_R,Inactive,Nervous_system/Thorax/Common/Posterior_division_R
Procerus_R,Inactive,Muscle_system/Head_and_Neck/Procerus_R
Anterior_temporal_branch_L,Inactive,Artery_system/Head_and_Neck/Anterior_temporal_branch_L
Superior_gluteal_male_L_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Superior_gluteal_male_L_V
Interphalangeal_ligament_of_hallux_R,Inactive,Ligament_system/Lower_Limb_R/Common/Interphalangeal_ligament_of_hallux_R
T01_Cutaneous_branches_anterior_L,Inactive,Nervous_system/Thorax/Common/T01_Cutaneous_branches_anterior_L
Mammary_gland_lobules_R,Active,Reproductive_system/Thorax/Mammary_gland_lobules_R
T12_456subcostal789_Cutaneous_branches_lateral_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/T12_456subcostal789_Cutaneous_branches_lateral_female_L
Submandibular_lymph_nodes_L,Inactive,Lymphatic_system/Head_and_Neck/Submandibular_lymph_nodes_L
Superficial_circumflex_iliac_female_L_V,Inactive,Vein_system/Pelvis_and_Hip/Female/Superficial_circumflex_iliac_female_L_V
Dorsal_common_digital_L,Inactive,Artery_system/Lower_Limb_L/Common/Dorsal_common_digital_L
Posterior_tibial_R_V,Inactive,Vein_system/Lower_Limb_R/Common/Posterior_tibial_R_V
Medial_umbilical_ligament_456cord_of_umbilical_artery789_R,Inactive,Artery_system/Abdomen/Common/Medial_umbilical_ligament_456cord_of_umbilical_artery789_R
Circumflex_humeral_posterior_R_V,Inactive,Vein_system/Arm_R/Circumflex_humeral_posterior_R_V
Semimembranosus_bursa_L,Inactive,Muscle_system/Lower_Limb_L/Common/Semimembranosus_bursa_L
Anterior_axillary_456pectoral789_lymph_vessels_female_R,Inactive,Lymphatic_system/Thorax/FeHIJKmale/Anterior_axillary_456pectoral789_lymph_vessels_female_R
Gluteus_medius_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Gluteus_medius_female_R
T03_Dorsal_ramus_lateral_branch_L,Inactive,Nervous_system/Back/Common/T03_Dorsal_ramus_lateral_branch_L
Posterior_scrotal_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Posterior_scrotal_male_L
Fallopian_tube_R,Active,Reproductive_system/Pelvis_and_Hip/Female/Fallopian_tube_R
Anterior_sacroiliac_ligament_male_L,Inactive,Ligament_system/Pelvis_and_Hip/Male/Anterior_sacroiliac_ligament_male_L
Rectus_capitis_anterior_R,Inactive,Muscle_system/Head_and_Neck/Rectus_capitis_anterior_R
Radiate_carpal_ligament_lunotriquetral_R,Inactive,Ligament_system/Arm_R/Radiate_carpal_ligament_lunotriquetral_R
Canine_cuspid_06_R,Inactive,Skeleton_system/Head_and_Neck/Canine_cuspid_06_R
T12_Dorsal_ramus_R,Inactive,Nervous_system/Back/Common/T12_Dorsal_ramus_R
Superior_rectal_plexus,Inactive,Nervous_system/Abdomen/Common/Superior_rectal_plexus
Subclavian_L_A,Inactive,Artery_system/Thorax/Subclavian_L_A
Digastric_fibrous_loop_L,Inactive,Muscle_system/Head_and_Neck/Digastric_fibrous_loop_L
Pelvis_and_Hip,Active,Ligament_system/Pelvis_and_Hip
Prerectal_fibers_456part_of_levator_ani789_female_L,Active,Muscle_system/Pelvis_and_Hip/Female/Prerectal_fibers_456part_of_levator_ani789_female_L
Arm_L,Inactive,Artery_system/Arm_L
Femoral_male_R_A,Inactive,Artery_system/Lower_Limb_R/Male/Femoral_male_R_A
Tertiary_456segmental789_bronchus_456II789_R,Inactive,Respiratory_system/TABCDEFGhorax/Tertiary_456segmental789_bronchus_456II789_R
Femoral_male_R_V,Inactive,Vein_system/Lower_Limb_R/Male/Femoral_male_R_V
Intermediomedial_frontal_branch_L,Inactive,Artery_system/Head_and_Neck/Intermediomedial_frontal_branch_L
Deep_plantar_metatarsal_R,Inactive,Vein_system/Lower_Limb_R/Common/Deep_plantar_metatarsal_R
Tunica_albuginea,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Tunica_albuginea
Uterine_venous_plexus_R,Inactive,Vein_system/Pelvis_and_Hip/Female/Uterine_venous_plexus_R
Trapezius_R,Inactive,Muscle_system/Back/Common/Trapezius_R
ABCDEFG3rd_Middle_phalanx_hand_RABCDEFG,Inactive,Skeleton_system/Arm_L/ABCDEFG3rd_Middle_phalanx_hand_RABCDEFG
T10_Dorsal_ramus_medial_branch_R,Inactive,Nervous_system/Back/Common/T10_Dorsal_ramus_medial_branch_R
Sacral_splanchnic_nerves_female_L,Inactive,Nervous_system/Abdomen/Repetition_with_PelvisHip/FUVWXYZemale/Sacral_splanchnic_nerves_female_L
C07_Dorsal_ramus_lateral_branch_R,Inactive,Nervous_system/Head_and_Neck/Common/C07_Dorsal_ramus_lateral_branch_R
T03_Intercostobrachial_R,Inactive,Nervous_system/Arm_R/T03_Intercostobrachial_R
T01_Dorsal_root_ganglion_L,Inactive,Nervous_system/Back/Common/T01_Dorsal_root_ganglion_L
Maxilla_body_R,Inactive,Skeleton_system/Head_and_Neck/Maxilla_body_R
Male_skin_leg_lower_R,Inactive,Skin_system/Lower_Limb_R/Male/Male_skin_leg_lower_R
Middle_fascicle,Inactive,Artery_system/Thorax/heart/group4/Middle_fascicle
Palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_L,Inactive,Ligament_system/Arm_L/Palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_L
CN_07_456VII789_Temporal_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_07_456VII789_Temporal_L
Extensor_pollicis_longus_R,Inactive,Muscle_system/Arm_R/Extensor_pollicis_longus_R
Greater_456superficial789_petrosal_L,Inactive,Nervous_system/Head_and_Neck/Common/Greater_456superficial789_petrosal_L
ABCDEFG456II789Liver_left_posterolateral_segment,Inactive,Digestive_system/Abdomen/ABCDEFG456II789Liver_left_posterolateral_segment
Ulnocarpal_joint_456articular_disc789_L,Inactive,Ligament_system/Arm_L/Ulnocarpal_joint_456articular_disc789_L
Male_skin_leg_upper_R,Inactive,Skin_system/Lower_Limb_R/Male/Male_skin_leg_upper_R
C05_Ventral_root_R,Inactive,Nervous_system/Head_and_Neck/Common/C05_Ventral_root_R
Sympathetic_trunk_lumbar_region_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Sympathetic_trunk_lumbar_region_female_R
Sacrotuberous_ligament_male_R,Inactive,Ligament_system/Pelvis_and_Hip/Male/Sacrotuberous_ligament_male_R
Male_skin_perineum_R,Inactive,Skin_system/Pelvis_and_Hip/Male/Male_skin_perineum_R
Ulnar_recurrent_posterior_R,Inactive,Artery_system/Arm_R/Ulnar_recurrent_posterior_R
Salivary_456sublingual789_gland_L,Inactive,Digestive_system/Head_and_Neck/Salivary_456sublingual789_gland_L
T05_Dorsal_ramus_medial_branch_L,Inactive,Nervous_system/Back/Common/T05_Dorsal_ramus_medial_branch_L
Iliocostalis_cervicis_R,Inactive,Muscle_system/Back/Common/Iliocostalis_cervicis_R
T08_Cutaneous_branches_lateral_RABCDEFG,Inactive,Nervous_system/Abdomen/Common/T08_Cutaneous_branches_lateral_RABCDEFG
Grey_rami_communicantes_cervical_region_male_L,Inactive,Nervous_system/Head_and_Neck/Repetition_with_Thorax/MaABCDEFGle/Grey_rami_communicantes_cervical_region_male_L
Gonadal_lymph_vessels_male_LABCDEFG,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Gonadal_lymph_vessels_male_LABCDEFG
Phrenic_nerve_456C03246C05789_RABCDEFG,Inactive,Nervous_system/Thorax/Common/Phrenic_nerve_456C03246C05789_RABCDEFG
Renal_plexus_R,Inactive,Nervous_system/Abdomen/Common/Renal_plexus_R
Parahippocampal_gyrus_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Right_cerebral_cortex/Right_limbic_lobe/Parahippocampal_gyrus_R
Sphenoid_sinuses456membranes789,Inactive,Respiratory_system/HABCDEFGead_and_Neck/Sphenoid_sinuses456membranes789
FeABCDEFGmale,Inactive,Nervous_system/Head_and_Neck/Repetition_with_Thorax/FeABCDEFGmale
Thyrohyoid_R,Inactive,Muscle_system/Head_and_Neck/Thyrohyoid_R
group5,Inactive,Artery_system/Thorax/heart/group5
Superficial_epigastric_female_L_A,Inactive,Artery_system/Abdomen/Repetition_with_PelvisHip/Female/Superficial_epigastric_female_L_A
Septal_cartilage,Inactive,Skeleton_system/Head_and_Neck/Septal_cartilage
External_iliac_lymph_nodes_R,Inactive,Lymphatic_system/Pelvis_and_Hip/Common/External_iliac_lymph_nodes_R
Pubofemoral_ligament_female_R,Inactive,Ligament_system/Lower_Limb_R/Female/Pubofemoral_ligament_female_R
Molar_second_15_L,Inactive,Skeleton_system/Head_and_Neck/Molar_second_15_L
Angular_gyrus_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Right_cerebral_cortex/Right_parietal_lobe/Angular_gyrus_R
S02_Dorsal_root_ganglion_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S02_Dorsal_root_ganglion_female_R
Superficial_transverse_metacarpal_ligaments_R,Inactive,Ligament_system/Arm_R/Superficial_transverse_metacarpal_ligaments_R
C03_Ventral_root_L,Inactive,Nervous_system/Head_and_Neck/Common/C03_Ventral_root_L
Subscapular_L_V,Inactive,Vein_system/Arm_L/Subscapular_L_V
T03_VertebraABCDEFG,Inactive,Skeleton_system/Back/Common/T03_VertebraABCDEFG
Lower_subscapular_456C05246C06789_R,Inactive,Nervous_system/Arm_R/Lower_subscapular_456C05246C06789_R
Lateral_cord_456C05246C07789_R,Inactive,Nervous_system/Thorax/Common/Lateral_cord_456C05246C07789_R
Left_colic_V,Inactive,Vein_system/Abdomen/Common/Left_colic_V
Male,Inactive,Ligament_system/Lower_Limb_L/Male
Primary_cartilaginous_rings_L,Inactive,Respiratory_system/TABCDEFGhorax/Primary_cartilaginous_rings_L
Aryepiglottic_fold_R,Inactive,Muscle_system/Head_and_Neck/Aryepiglottic_fold_R
Sympathetic_ganglion_lumbar_region_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Sympathetic_ganglion_lumbar_region_female_R
Superior_vesical_female_L_V,Inactive,Vein_system/Pelvis_and_Hip/Female/Superior_vesical_female_L_V
Lateral_plantar_R,Inactive,Nervous_system/Lower_Limb_R/Common/Lateral_plantar_R
Pancreatic_duct_accessory_pancreatic_duct_of_santorini,Inactive,Digestive_system/Abdomen/Pancreatic_duct_accessory_pancreatic_duct_of_santorini
Gonadal_456testicular_internal_spermatic789_male_L_A,Inactive,Artery_system/Abdomen/Repetition_with_PelvisHip/Male/Gonadal_456testicular_internal_spermatic789_male_L_A
ABCDEFG456VII789Liver_right_posterolateral_segment,Inactive,Digestive_system/Abdomen/ABCDEFG456VII789Liver_right_posterolateral_segment
Intercostals_6540124611987_L,Inactive,Vein_system/Thorax/Intercostals_6540124611987_L
Ethmoid_sinuses_R,Inactive,Skeleton_system/Head_and_Neck/Ethmoid_sinuses_R
Interosseous_membrane_of_the_leg_456middle_tibiofibular_ligament789_R,Inactive,Ligament_system/Lower_Limb_R/Common/Interosseous_membrane_of_the_leg_456middle_tibiofibular_ligament789_R
C06_Vertebra,Inactive,Skeleton_system/Head_and_Neck/C06_Vertebra
Nerve_of_pterygoid_canal_R,Inactive,Nervous_system/Head_and_Neck/Common/Nerve_of_pterygoid_canal_R
Urethra_spongy_portion_456penile789_L_half,Inactive,Reproductive_system/Pelvis_and_Hip/Male/Urethra_spongy_portion_456penile789_L_half
Tertiary_456segmental789_bronchus_456V789_L,Inactive,Respiratory_system/TABCDEFGhorax/Tertiary_456segmental789_bronchus_456V789_L
Inferior_oblique_R,Inactive,Muscle_system/Head_and_Neck/Inferior_oblique_R
Female,Inactive,Ligament_system/Back/Female
Obturator_female_L,Inactive,Nervous_system/Pelvis_and_Hip/Repetition_with_LLL/FHIJKemale/Obturator_female_L
Oral_cavity,Inactive,Digestive_system/Head_and_Neck/Oral_cavity
Subclavian_L_V,Inactive,Vein_system/Thorax/Subclavian_L_V
S03_Ventral_root_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S03_Ventral_root_female_R
Zygomatic_zygomatic_orbital_foramen_R,Inactive,Skeleton_system/Head_and_Neck/Zygomatic_zygomatic_orbital_foramen_R
Obturator_male_R_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Obturator_male_R_V
Posterior_sacroiliac_ligament_upper_male_L,Inactive,Ligament_system/Pelvis_and_Hip/Male/Posterior_sacroiliac_ligament_upper_male_L
Lower_trunk_456C08357T01789_R,Inactive,Nervous_system/Head_and_Neck/Common/Lower_trunk_456C08357T01789_R
CN_05_456V789_Buccal_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Buccal_L
Internal_auditory_acoustic_meatus_R,Inactive,Skeleton_system/Head_and_Neck/Internal_auditory_acoustic_meatus_R
Anterior_vagal_trunk,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/Common/Anterior_vagal_trunk
T08_Dorsal_root_R,Inactive,Nervous_system/Back/Common/T08_Dorsal_root_R
C08_Dorsal_ramus_lateral_branch_L,Inactive,Nervous_system/Head_and_Neck/Common/C08_Dorsal_ramus_lateral_branch_L
Right_aorticorenal_ganglion,Inactive,Nervous_system/Abdomen/Common/Right_aorticorenal_ganglion
Pancreaticoduodenal_lymph_nodes,Inactive,Lymphatic_system/Abdomen/Common/Pancreaticoduodenal_lymph_nodes
Cauda_equina_male,Inactive,Nervous_system/Back/Repetition_with_PelvisHip/MalUVWXYZe/Cauda_equina_male
Anterior_inferior_cerebellar_L,Inactive,Artery_system/Head_and_Neck/Anterior_inferior_cerebellar_L
Lunate_L,Inactive,Skeleton_system/Arm_L/Lunate_L
Left_lateral_aortic_lymph_nodes_male,Inactive,Lymphatic_system/Abdomen/MalHIJKe/Left_lateral_aortic_lymph_nodes_male
Anterior_longitudinal_ligament_sacral_region_female,Inactive,Ligament_system/Back/Repetition_with_PelvisHip/Female/Anterior_longitudinal_ligament_sacral_region_female
Posterior_meningeal_L,Inactive,Artery_system/Head_and_Neck/Posterior_meningeal_L
ABCDEFG5th_lumbar_splanchnic_nerve_male_L,Inactive,Nervous_system/Abdomen/UVWXYZMale/ABCDEFG5th_lumbar_splanchnic_nerve_male_L
Female,Active,Reproductive_system/Pelvis_and_Hip/Female
Ligament_system,Active,Ligament_system
Cystic_A,Inactive,Artery_system/Abdomen/Common/Cystic_A
Palmar_456volar789_carpometacarpal_ligament_R,Inactive,Ligament_system/Arm_R/Palmar_456volar789_carpometacarpal_ligament_R
Occipital_lobe_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Right_cerebral_cortex/Occipital_lobe_R
Jejunum_456middle_intestine_mid246gut789,Inactive,Digestive_system/Abdomen/Jejunum_456middle_intestine_mid246gut789
L05_Dorsal_root_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/L05_Dorsal_root_female_L
Splenic_456lienal789_lymph_vessels,Inactive,Lymphatic_system/Abdomen/Common/Splenic_456lienal789_lymph_vessels
Metatarsal_bursa_L,Inactive,Muscle_system/Lower_Limb_L/Common/Metatarsal_bursa_L
Inferior_phrenic_R_A,Inactive,Artery_system/Abdomen/Common/Inferior_phrenic_R_A
Superior_petrosal_sinus_L,Inactive,Vein_system/Head_and_Neck/Superior_petrosal_sinus_L
Female,Inactive,Vein_system/Abdomen/Female
Tensor_veli_palatini_R,Inactive,Muscle_system/Head_and_Neck/Tensor_veli_palatini_R
C05_Spinal_nerve_456ventral_ramus789_L,Inactive,Nervous_system/Head_and_Neck/Common/C05_Spinal_nerve_456ventral_ramus789_L
Lower_Limb_L,Inactive,Skeleton_system/Lower_Limb_L
Male_skin_leg_lower_L,Inactive,Skin_system/Lower_Limb_L/Male/Male_skin_leg_lower_L
Tensor_fascia_lata_456fasciae_latae789_female_R,Inactive,Muscle_system/Lower_Limb_R/Female/Tensor_fascia_lata_456fasciae_latae789_female_R
Hippocampus_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Hippocampus_R
Common,Inactive,Urinary_system/Abdomen/Common
Ligament_of_Treitz_456suspensory_muscle_of_the_duodenum789,Inactive,Digestive_system/Abdomen/Ligament_of_Treitz_456suspensory_muscle_of_the_duodenum789
Intertransversarii_laterales_lumborum_female_RABCDEFG,Inactive,Muscle_system/Back/Female/Intertransversarii_laterales_lumborum_female_RABCDEFG
Communicating_branches_L,Inactive,Nervous_system/Head_and_Neck/Common/Communicating_branches_L
S02_Spinal_nerve_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S02_Spinal_nerve_female_R
Inferior_medial_palpebral_R_A,Inactive,Artery_system/Head_and_Neck/Inferior_medial_palpebral_R_A
Subcoracoid_bursa_R,Inactive,Muscle_system/Arm_R/Subcoracoid_bursa_R
Superficial_circumflex_iliac_male_R_V,Inactive,Vein_system/Pelvis_and_Hip/Male/Superficial_circumflex_iliac_male_R_V
T10_Dorsal_root_R,Inactive,Nervous_system/Back/Common/T10_Dorsal_root_R
Male_skin_pelvis_R,Inactive,Skin_system/Pelvis_and_Hip/Male/Male_skin_pelvis_R
T08_Dorsal_root_ganglion_R,Inactive,Nervous_system/Back/Common/T08_Dorsal_root_ganglion_R
T01_Vertebra,Inactive,Skeleton_system/Thorax/Repetition_with_Back/T01_Vertebra
T01_Dorsal_ramus_medial_branch_R,Inactive,Nervous_system/Back/Common/T01_Dorsal_ramus_medial_branch_R
T02_Dorsal_root_R,Inactive,Nervous_system/Back/Common/T02_Dorsal_root_R
L05_Dorsal_root_ganglion_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/L05_Dorsal_root_ganglion_male_R
CN_05_456V789_Ophthalmic_frontal_branch_R,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Ophthalmic_frontal_branch_R
CN_05_456V789_Infraorbital_L,Inactive,Nervous_system/Head_and_Neck/Common/CN_05_456V789_Infraorbital_L
Deep_cervical_R,Inactive,Artery_system/Head_and_Neck/Deep_cervical_R
Rectus_capitis_posterior_major_L,Inactive,Muscle_system/Head_and_Neck/Rectus_capitis_posterior_major_L
Pancreaticoduodenal_anterior_superior_A,Inactive,Artery_system/Abdomen/Common/Pancreaticoduodenal_anterior_superior_A
Gluteus_maximus_female_R,Active,Muscle_system/Pelvis_and_Hip/Female/Gluteus_maximus_female_R
Internal_iliac_anterior_trunk_female_L_V,Inactive,Vein_system/Pelvis_and_Hip/Female/Internal_iliac_anterior_trunk_female_L_V
Posterior_temporal_branch_L,Inactive,Artery_system/Head_and_Neck/Posterior_temporal_branch_L
Anterior_superficial_cervical_456anterior_jugular789_lymph_nodes_R,Inactive,Lymphatic_system/Head_and_Neck/Anterior_superficial_cervical_456anterior_jugular789_lymph_nodes_R
Arm_L,Inactive,Lymphatic_system/Arm_L
Sacral_lymph_vessels_male_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Sacral_lymph_vessels_male_R
Inferior_clunial_456cluneal789_L,Active,Nervous_system/Pelvis_and_Hip/Common/Inferior_clunial_456cluneal789_L
Interpectoral_lymph_vessels_female_L,Inactive,Lymphatic_system/Thorax/FeHIJKmale/Interpectoral_lymph_vessels_female_L
Extensor_hallucis_longus_L,Inactive,Muscle_system/Lower_Limb_L/Common/Extensor_hallucis_longus_L
Back,Inactive,Ligament_system/Back
Pterygoid_canal_R,Inactive,Skeleton_system/Head_and_Neck/Pterygoid_canal_R
Posterior_inferior_cerebellar_L,Inactive,Artery_system/Head_and_Neck/Posterior_inferior_cerebellar_L
Posterior_longitudinal_ligament_cervical_region_male_Head_and_NeckABCDEFG,Inactive,Ligament_system/Back/Male/Posterior_longitudinal_ligament_cervical_region_male_Head_and_NeckABCDEFG
Tertiary_456segmental789_bronchus_456III789_R,Inactive,Respiratory_system/TABCDEFGhorax/Tertiary_456segmental789_bronchus_456III789_R
Occipitofrontalis_L,Inactive,Muscle_system/Head_and_Neck/Occipitofrontalis_L
Premolar_bicuspid_second_20_L,Inactive,Skeleton_system/Head_and_Neck/Premolar_bicuspid_second_20_L
L03_Dorsal_ramus_lateral_branch_male_L,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/L03_Dorsal_ramus_lateral_branch_male_L
White_matter_of_right_cerebral_hemisphere,Inactive,Nervous_system/Head_and_Neck/Common/brain/White_matter_of_brain/White_matter_of_right_cerebral_hemisphere
T08_Spinal_nerve_456ventral_ramus789_L,Inactive,Nervous_system/Thorax/Repetition_with_Abdomen/Common/T08_Spinal_nerve_456ventral_ramus789_L
Female_skin_foot_R,Active,Skin_system/Lower_Limb_R/Female/Female_skin_foot_R
Superficial_transverse_perineal_female_L,Active,Muscle_system/Pelvis_and_Hip/Female/Superficial_transverse_perineal_female_L
Posterior_superior_alveolar_L,Inactive,Nervous_system/Head_and_Neck/Common/Posterior_superior_alveolar_L
Pars_intermedialis_R,Inactive,Nervous_system/Head_and_Neck/Common/brain/Pars_intermedialis_R
T05_Cutaneous_branches_lateral_R,Inactive,Nervous_system/Thorax/Common/T05_Cutaneous_branches_lateral_R
T11_Vertebra,Inactive,Skeleton_system/Thorax/Repetition_with_Back/T11_Vertebra
Esophagus,Inactive,Digestive_system/Head_and_Neck/Repetition_with_Thorax/Esophagus
Mitral_456bicuspid789_valve_anterior_commissure,Inactive,Artery_system/Thorax/heart/group5/Mitral_456bicuspid789_valve_anterior_commissure
Achilles_tendon_456calcaneal_tendon_triceps_surae_part789_R,Inactive,Muscle_system/Lower_Limb_R/Common/Achilles_tendon_456calcaneal_tendon_triceps_surae_part789_R
Biceps_femoris_long_head_male_R,Inactive,Muscle_system/Lower_Limb_R/Male/Biceps_femoris_long_head_male_R
Dorsal_scapular_456transverse_scapular_deep_branch789_R,Inactive,Artery_system/Back/Dorsal_scapular_456transverse_scapular_deep_branch789_R
Gonadal_lymph_vessels_male_L,Inactive,Lymphatic_system/Abdomen/Repetition_with_Pelvis_and_Hip/MaleHIJK/Gonadal_lymph_vessels_male_L
Ovarian_ligament_R,Active,Reproductive_system/Pelvis_and_Hip/Female/Ovarian_ligament_R
L04_Dorsal_ramus_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/L04_Dorsal_ramus_male_R
Perineal_membrane_female,Inactive,Ligament_system/Pelvis_and_Hip/Female/Perineal_membrane_female
Gall_bladder,Inactive,Digestive_system/Abdomen/Gall_bladder
Laryngopharynx,Inactive,Digestive_system/Head_and_Neck/Repetition_with_Respiratory/Laryngopharynx
Ansa_cervicalis_branch_to_sternohyoid_L,Inactive,Nervous_system/Head_and_Neck/Common/Ansa_cervicalis_branch_to_sternohyoid_L
Pancreaticoduodenal_posterior_inferior_V,Inactive,Vein_system/Abdomen/Common/Pancreaticoduodenal_posterior_inferior_V
Transverse_facial_L_A,Inactive,Artery_system/Head_and_Neck/Transverse_facial_L_A
Muscle_system,Active,Muscle_system
Semispinalis_capitis_456medial_fascicle789_R,Inactive,Muscle_system/Back/Common/Semispinalis_capitis_456medial_fascicle789_R
Superior_labial_R_A,Inactive,Artery_system/Head_and_Neck/Superior_labial_R_A
Internal_iliac_anterior_trunk_male_L_A,Inactive,Artery_system/Pelvis_and_Hip/Male/Internal_iliac_anterior_trunk_male_L_A
Adductor_brevis_male_L,Inactive,Muscle_system/Lower_Limb_L/Male/Adductor_brevis_male_L
Internal_pudendal_female_R_A,Active,Artery_system/Pelvis_and_Hip/Female/Internal_pudendal_female_R_A
S02_Ventral_root_female_R,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/S02_Ventral_root_female_R
Obturator_externus_male_R,Inactive,Muscle_system/Pelvis_and_Hip/Male/Obturator_externus_male_R
Thyrohyoid_membrane,Inactive,Ligament_system/Head_and_Neck/Common/Thyrohyoid_membrane
Interosseous_membrane_of_the_leg_456middle_tibiofibular_ligament789_L,Inactive,Ligament_system/Lower_Limb_L/Common/Interosseous_membrane_of_the_leg_456middle_tibiofibular_ligament789_L
Ileocolic357ileal_branch,Inactive,Artery_system/Abdomen/Common/Ileocolic357ileal_branch
Central_axillary_456intermediate789_lymph_nodes_R,Inactive,Lymphatic_system/Arm_R/Central_axillary_456intermediate789_lymph_nodes_R
Dura_mater_male,Inactive,Nervous_system/Back/MaUVWXYZle/Dura_mater_male
Common_iliac_lymph_nodes_male_R,Inactive,Lymphatic_system/Pelvis_and_Hip/OPQRSTMale/Common_iliac_lymph_nodes_male_R
Vesical_venous_plexus_female_R,Inactive,Vein_system/Pelvis_and_Hip/Female/Vesical_venous_plexus_female_R
Arytenoid_cartilage_R,Inactive,Ligament_system/Head_and_Neck/Common/Arytenoid_cartilage_R
Long_thoracic_456C05246C07789_R,Inactive,Nervous_system/Thorax/Common/Long_thoracic_456C05246C07789_R
Arm_L,Inactive,Muscle_system/Arm_L
T02_Intercostobrachial_L,Inactive,Nervous_system/Thorax/Common/T02_Intercostobrachial_L
C04_Dorsal_ramus_lateral_branch_R,Inactive,Nervous_system/Head_and_Neck/Common/C04_Dorsal_ramus_lateral_branch_R
Serratus_posterior_inferior_L,Inactive,Muscle_system/Back/Common/Serratus_posterior_inferior_L
Repetition_with_Back,Inactive,Ligament_system/Thorax/Repetition_with_Back
Medial_antebrachial_cutaneous_456C08357T01789_L,Inactive,Nervous_system/Arm_L/Medial_antebrachial_cutaneous_456C08357T01789_L
Parahippocampal_gyrus_L,Inactive,Nervous_system/Head_and_Neck/Common/brain/Cerebral_cortex/Left_cerebral_cortex/Left_limbic_lobe/Parahippocampal_gyrus_L
C05_Dorsal_root_R,Inactive,Nervous_system/Head_and_Neck/Common/C05_Dorsal_root_R
Brachial_R_V,Inactive,Vein_system/Arm_R/Brachial_R_V
Posterior_vagal_trunkABCDEFG,Inactive,Nervous_system/Abdomen/Common/Posterior_vagal_trunkABCDEFG
Palmaris_brevis_L,Inactive,Muscle_system/Arm_L/Palmaris_brevis_L
Plantar_metatarsal_ligaments_L,Inactive,Ligament_system/Lower_Limb_L/Common/Plantar_metatarsal_ligaments_L
Incisor_central_09_L,Inactive,Skeleton_system/Head_and_Neck/Incisor_central_09_L
Inferior_petrosal_sinus_L,Inactive,Vein_system/Head_and_Neck/Inferior_petrosal_sinus_L
Scapula_L,Inactive,Skeleton_system/Arm_L/Scapula_L
Posterior_femoral_cutaneous_male_R,Inactive,Nervous_system/Pelvis_and_Hip/MaleUVWXYZ/Posterior_femoral_cutaneous_male_R
Sacral_ganglion_female_L,Inactive,Nervous_system/Pelvis_and_Hip/FemaUVWXYZle/Sacral_ganglion_female_L
Interventricular_septum,Inactive,Artery_system/Thorax/heart/group10/Interventricular_septum
Greater_palatine_L_A,Inactive,Artery_system/Head_and_Neck/Greater_palatine_L_A
Abdomen,Inactive,Vein_system/Abdomen
Ulnar_collateral_ligament_anterior_R,Inactive,Ligament_system/Arm_R/Ulnar_collateral_ligament_anterior_R
Superior_vesical_female_L_A,Active,Artery_system/Pelvis_and_Hip/Female/Superior_vesical_female_L_A
Optic_foramen_R,Inactive,Skeleton_system/Head_and_Neck/Optic_foramen_R
Ureter_female_L,Inactive,Urinary_system/Abdomen/Repetition_with_Pelvis_and_Hip_Reproductive/Female/Ureter_female_L
External_intercostal_R,Active,Muscle_system/Thorax/External_intercostal_R
Extensor_hallucis_brevis_L,Inactive,Muscle_system/Lower_Limb_L/Common/Extensor_hallucis_brevis_L
Posterior_hypothalamic_area_L,Inactive,Nervous_system/Head_and_Neck/Common/brain/Posterior_hypothalamic_area_L
